id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,location
72635,"3 Private Bedrooms, SW Austin",377044,Jason & Marcie,,78739,30.202823795785008,-97.88430895565078,Private room,300,2,1,2011-03-21,0.02,1,240,POINT(-97.88430895565078 30.202823795785008)
5386323,Cricket Trailer,27922117,Michael,,78739,30.19941405604094,-97.90068356851768,Private room,99,3,0,,,1,364,POINT(-97.90068356851768 30.19941405604094)
8826517,Private room 1 in South Austin,46230038,Ric,,78739,30.16849634313263,-97.86448296572205,Private room,100,1,0,,,2,365,POINT(-97.86448296572205 30.16849634313263)
8828616,Private room 2 in South Austin,46230038,Ric,,78739,30.168621289630067,-97.86487419131959,Private room,100,1,0,,,2,365,POINT(-97.86487419131959 30.168621289630067)
8536913,Brand-New 3BR Austin Home,31148752,Bo,,78739,30.16942556547455,-97.88831864172388,Entire home/apt,599,2,0,,,2,358,POINT(-97.88831864172388 30.16942556547455)
8542056,Private room & Bathroom.,44939694,,,78739,30.18676367565741,-97.9074429978643,Private room,100,1,0,,,1,365,POINT(-97.9074429978643 30.18676367565741)
6385948,"S. Austin, convenient to MoPac",33287946,Jennie,,78739,30.187695266847726,-97.92021715551186,Private room,54,1,0,,,1,301,POINT(-97.92021715551186 30.187695266847726)
8486890,Cozy private room 15 mins frm dtwn,11448084,Prerna,,78739,30.183183409011278,-97.89098664019055,Private room,40,1,2,2015-11-01,2,1,312,POINT(-97.89098664019055 30.183183409011278)
8633580,Room to rent,45398195,Aurore Et Jeremy,,78739,30.189291843216004,-97.86937281577009,Private room,130,1,0,,,1,355,POINT(-97.86937281577009 30.189291843216004)
5293632,Southwest Austin Retreat,1988520,,,78739,30.170423708223083,-97.8699974399975,Private room,44,1,20,2015-10-13,2.52,1,364,POINT(-97.8699974399975 30.170423708223083)
7659967,Bright Comfy Room in Spacious Home,39813308,,,78739,30.19514503169469,-97.87325404009252,Private room,99,2,0,,,1,364,POINT(-97.87325404009252 30.19514503169469)
4045302,"Studio apartment w/ Pvt bath, Pool ",1456033,Neha,,78739,30.151968229337918,-97.85736967249024,Private room,50,3,9,2015-10-28,0.69,1,84,POINT(-97.85736967249024 30.151968229337918)
2989616,South Austin Private room2,7567467,Chalu,,78739,30.18864482730461,-97.88932170078948,Private room,49,2,4,2015-10-12,1.41,5,360,POINT(-97.88932170078948 30.18864482730461)
2853144,South Austin Private room,7567467,,,78739,30.189162849076535,-97.88786222485717,Private room,50,3,7,2015-07-27,0.39,5,364,POINT(-97.88786222485717 30.189162849076535)
330710,Austin Zen Stay / Longhorn Room 10,1427814,Andrea,,78754,30.328618822885176,-97.67665486492619,Private room,55,1,14,2015-10-13,0.32,10,365,POINT(-97.67665486492619 30.328618822885176)
5370554,"Cozy apartment in N. Austin
",27839802,Sarah,,78754,30.37968425909236,-97.65205261008482,Entire home/apt,180,1,0,,,1,238,POINT(-97.65205261008482 30.37968425909236)
6629676,Nice and quiet private guest room,34704670,Victor,,78754,30.376729074806224,-97.6573084643585,Private room,36,1,6,2015-10-11,1.17,2,356,POINT(-97.6573084643585 30.376729074806224)
8689127,Near downtown on greenbelt!,32007715,Chris,,78754,30.366855525023166,-97.6531926244074,Private room,125,1,0,,,2,365,POINT(-97.6531926244074 30.366855525023166)
7988725,Lovely apartment in gated community,42163493,,,78754,30.381176471294975,-97.65075698832307,Entire home/apt,59,2,0,,,1,69,POINT(-97.65075698832307 30.381176471294975)
5260962,Master Bed in French Country Home!,13935640,K,,78754,30.335078768790506,-97.64788403506869,Private room,49,1,4,2015-07-06,0.51,2,254,POINT(-97.64788403506869 30.335078768790506)
6628321,Williamson House,33242818,Catie,,78754,30.37295044177941,-97.65846978440068,Private room,40,1,0,,,1,132,POINT(-97.65846978440068 30.37295044177941)
7451505,Private room on Walnut Creek,7960961,Grant,,78754,30.37092794552818,-97.66301063020185,Private room,150,1,0,,,1,365,POINT(-97.66301063020185 30.37092794552818)
1704476,Huge rental 10 min to everything!,5685651,Douglas,,78754,30.3762717413604,-97.65423270701305,Private room,175,1,0,,,1,365,POINT(-97.65423270701305 30.3762717413604)
2432311,Large Private Bed/Bathroom in Home,12432655,Nicole,,78754,30.357320598108267,-97.64198872233816,Private room,50,1,76,2015-11-02,3.74,1,153,POINT(-97.64198872233816 30.357320598108267)
9298752,Comfortable relaxing house,48273901,Christine,,78754,30.37438161830868,-97.65397708310525,Entire home/apt,120,1,0,,,1,360,POINT(-97.65397708310525 30.37438161830868)
7725153,3 bedroom home 15 minutes from DT,40591749,Kevin,,78754,30.334929488264294,-97.64619873646447,Entire home/apt,450,1,0,,,1,68,POINT(-97.64619873646447 30.334929488264294)
3928248,Private Bed in Cozy French House!,13935640,K,,78754,30.33455215942941,-97.65012697255155,Private room,49,1,14,2015-10-14,0.97,2,354,POINT(-97.65012697255155 30.33455215942941)
6749902,Cozy and private guest room,34704670,Victor,,78754,30.37688928859114,-97.65697961257028,Private room,36,1,8,2015-10-31,1.86,2,364,POINT(-97.65697961257028 30.37688928859114)
6169536,Near downtown Austin on greenbelt!,32007715,Chris,,78754,30.36832708507449,-97.65316172870577,Private room,75,1,1,2015-10-17,1,2,365,POINT(-97.65316172870577 30.36832708507449)
5839837,Room in a House in Northeast Austin,11277513,,,78754,30.363821631545772,-97.61802795945525,Private room,50,1,1,2015-10-13,1,1,353,POINT(-97.61802795945525 30.363821631545772)
5625550,Master Suite in Nice Austin Home,28705030,,,78754,30.37510553778606,-97.64849103447982,Private room,70,1,0,,,1,365,POINT(-97.64849103447982 30.37510553778606)
6691572,Private Room in Large Home,33918864,Tracy,,78754,30.345104561214878,-97.61362260100056,Private room,36,1,0,,,1,358,POINT(-97.61362260100056 30.345104561214878)
5682731,HUGE ROOM W/ BATH -- CLS TO DWNTOWN,29281190,Lucy,,78754,30.40238265380577,-97.64495064724197,Private room,110,1,0,,,1,365,POINT(-97.64495064724197 30.40238265380577)
6616920,Just an extra room in a house,34631231,Todd,,78754,30.368781195200476,-97.66499922783206,Private room,200,1,0,,,1,134,POINT(-97.66499922783206 30.368781195200476)
6194285,Private spacious two-story home,22586923,,,78754,30.373272983677143,-97.65138221800524,Private room,34,1,16,2015-10-24,2.55,1,342,POINT(-97.65138221800524 30.373272983677143)
8098091,Beautiful Upscale Townhome/Apt,42762241,Abraham,,78732,30.380728551336258,-97.87624318905306,Private room,59,1,2,2015-10-27,1.43,1,365,POINT(-97.87624318905306 30.380728551336258)
1865762,Private home in Steiner Ranch,9728400,Justin,,78732,30.347356012286074,-97.91258737999935,Private room,155,1,0,,,1,365,POINT(-97.91258737999935 30.347356012286074)
8466296,Lake Travis Wraparound Deck House,31148752,Bo,,78732,30.391936419266173,-97.88250471503841,Entire home/apt,700,2,1,2015-10-12,1,2,340,POINT(-97.88250471503841 30.391936419266173)
8537281,Hillside Villa on Lake Travis,31148752,Bo,,78732,30.39172137499785,-97.89440197049474,Entire home/apt,819,2,0,,,2,351,POINT(-97.89440197049474 30.39172137499785)
4267135,3BR/2BA Luxury Lakeside Estate,4641823,Erica,,78732,30.395974458971146,-97.88413982552973,Entire home/apt,1200,2,2,2015-04-27,0.25,7,0,POINT(-97.88413982552973 30.395974458971146)
753947,Lake Austin Waterfront Estate,3966350,Stephen,,78732,30.38379913650124,-97.91320916727358,Entire home/apt,1250,3,6,2015-08-24,0.41,1,365,POINT(-97.91320916727358 30.38379913650124)
8029167,Romantic Castle Apt.- Lake Travis,42393385,Elise,,78732,30.407324471139376,-97.87520108382581,Private room,250,2,1,2015-09-10,0.51,1,358,POINT(-97.87520108382581 30.407324471139376)
3802766,"2 Bedroom, 1 Full bath, Kitchenette",19538456,Charles,,78732,30.3931228763538,-97.88309094862267,Private room,300,1,0,,,1,365,POINT(-97.88309094862267 30.3931228763538)
6625221,Austin stone home with pool!,34676081,Shannon,,78732,30.373943239293933,-97.8837106914004,Entire home/apt,800,1,0,,,1,134,POINT(-97.8837106914004 30.373943239293933)
5606440,LAKEFRONT W DOCK CLOSE TO THE OASIS,1651456,Lydia,,78732,30.393922870684488,-97.8907732487837,Private room,85,2,9,2015-11-01,1.18,2,341,POINT(-97.8907732487837 30.393922870684488)
4394031,4 Bedroom Casita on UT Golf Course,22810123,Jeanie,,78732,30.357150765861263,-97.89132093891601,Entire home/apt,600,2,0,,,1,356,POINT(-97.89132093891601 30.357150765861263)
6066627,Beautiful home in Steiner Ranch,18845205,Brendan,,78732,30.372336351918246,-97.89821794318509,Entire home/apt,200,1,1,2015-08-09,0.33,1,349,POINT(-97.89821794318509 30.372336351918246)
8205083,Queen bed in fully furnished house,15303928,Chain,,78732,30.38278521081535,-97.87664478849257,Private room,1000,1,0,,,1,39,POINT(-97.87664478849257 30.38278521081535)
8647145,6BR/6BA Lake Austin Luxury Estate!,4122442,Karen,,78732,30.34136727455369,-97.92957627522146,Entire home/apt,1650,3,0,,,6,361,POINT(-97.92957627522146 30.34136727455369)
8538141,3BR Urban Lake House,31148752,Bo,,78732,30.39202961064944,-97.89353802795277,Entire home/apt,629,2,0,,,2,353,POINT(-97.89353802795277 30.39202961064944)
5391565,Lakeview 3 story home,4852962,,,78732,30.41612788570691,-97.89248852062177,Entire home/apt,225,2,3,2015-04-14,0.38,1,341,POINT(-97.89248852062177 30.41612788570691)
8538670,Stone & Timber Austin Estate,31148752,Bo,,78732,30.39553596553873,-97.88505582033909,Entire home/apt,469,2,1,2015-10-26,1,2,323,POINT(-97.88505582033909 30.39553596553873)
775002,Beautiful Lakehouse in Canyon Lake,4088310,Beatrice,,78732,30.337092743402724,-97.92791648684171,Entire home/apt,1500,1,0,,,1,365,POINT(-97.92791648684171 30.337092743402724)
5530513,Perfect Lake Austin Getaway!!,28680171,Ann,,78732,30.32817742651159,-97.92186298909455,Entire home/apt,565,2,7,2015-10-13,0.91,1,352,POINT(-97.92186298909455 30.32817742651159)
8681039,Lake Austin Cottage-1 block to lake,45584851,Jenelle,,78732,30.329602438509486,-97.9271828116747,Entire home/apt,250,2,0,,,1,355,POINT(-97.9271828116747 30.329602438509486)
5562945,SXSW Home for Rent Steiner Ranch,28842686,Brendan,,78732,30.373366271501517,-97.89921233390645,Entire home/apt,499,1,0,,,1,365,POINT(-97.89921233390645 30.373366271501517)
4704597,Hillcountry Reatreat Lake Austin,24319090,Helen,,78732,30.329731864520866,-97.91975339843553,Entire home/apt,599,2,4,2015-09-08,0.78,1,361,POINT(-97.91975339843553 30.329731864520866)
3230604,2 bedrm Private Pool on Lake Travis,16350192,Kimberly,,78732,30.416504139260766,-97.88942629414478,Entire home/apt,149,1,15,2015-11-03,0.91,1,328,POINT(-97.88942629414478 30.416504139260766)
951773,WATERFRONT- STEINER RANCH/LAKEWAY,1651456,Lydia,,78732,30.39204079066124,-97.89259684380501,Private room,85,2,10,2015-11-01,2.17,2,361,POINT(-97.89259684380501 30.39204079066124)
8268970,"Austin Casita 
SW area",33604051,K,,78737,30.22408850822828,-97.91658965146327,Private room,110,1,0,,,1,352,POINT(-97.91658965146327 30.22408850822828)
7717113,Private Rm Quiet & 20 min from town,39525617,Dawn,,78737,30.22284489044335,-97.91193910958152,Private room,48,1,2,2015-09-09,0.72,1,297,POINT(-97.91193910958152 30.22284489044335)
8796080,"Private bedroom and bath, balcony",46094709,Linda,,78737,30.204852960661214,-97.92550511288033,Private room,89,2,0,,,1,142,POINT(-97.92550511288033 30.204852960661214)
1645518,The Curly J - hilltop mini-ranch!,8732670,Diane And Gary,,78737,30.212766246805337,-97.96575406921234,Entire home/apt,165,2,54,2015-10-24,2.15,1,157,POINT(-97.96575406921234 30.212766246805337)
2583106,Quiet Hill Country Get-Away,13226397,Pam And Mark,,78737,30.215204124203044,-97.98251645027098,Entire home/apt,115,2,19,2015-10-25,1.10,1,179,POINT(-97.98251645027098 30.215204124203044)
8812681,Victorian Elegance & Natural Beauty,31148752,Bo,,78737,30.218520173401163,-97.97831969430649,Entire home/apt,909,2,0,,,2,337,POINT(-97.97831969430649 30.218520173401163)
8192070,Hill Country Retreat,33563603,Chris,,78737,30.208201245712473,-97.94993985527907,Entire home/apt,135,2,2,2015-10-18,1.00,1,364,POINT(-97.94993985527907 30.208201245712473)
7733669,"""Casita Bohemia""- Studio on 3 acres",22677726,,,78737,30.17742921622167,-97.93749253013556,Entire home/apt,75,1,4,2015-10-20,3.33,1,338,POINT(-97.93749253013556 30.17742921622167)
3840726,Guest House on Bear Creek,19789267,Barbara & Alston,,78737,30.157930861333575,-97.9431148203281,Entire home/apt,145,2,38,2015-10-06,2.92,1,355,POINT(-97.9431148203281 30.157930861333575)
642674,Thistle Hill Studio DrippingSprings,2033896,Leslie,,78737,30.22089062923335,-98.00732409640031,Entire home/apt,125,2,20,2015-11-01,0.83,1,344,POINT(-98.00732409640031 30.22089062923335)
1019294,Entire home/apt in Austin,5552270,Jean,,78737,30.217918148841406,-97.89875793023552,Entire home/apt,350,3,1,2014-03-18,0.05,1,365,POINT(-97.89875793023552 30.217918148841406)
8553138,Country Living Near the City,44335002,,,78737,30.199834356553428,-97.92434307527014,Entire home/apt,130,2,0,,,1,364,POINT(-97.92434307527014 30.199834356553428)
234194,Beautiful View on Peaceful 5 acres,1207603,,,78737,30.173896218125982,-97.97055091900073,Private room,59,1,13,2015-10-25,0.70,1,362,POINT(-97.97055091900073 30.173896218125982)
592924,Austin Wineries-Salt Lick-Privacy+,2920913,,,78737,30.13051635875436,-97.96957510548006,Private room,89,1,12,2015-10-11,0.33,1,364,POINT(-97.96957510548006 30.13051635875436)
7024547,Morningsun Manor,36821379,Morningsun Manor,,78737,30.20343036582988,-97.94171827051161,Entire home/apt,600,2,0,,,1,244,POINT(-97.94171827051161 30.20343036582988)
1782483,Enjoy your stay over the ACL weeken,9356086,Ashish,,78737,30.2318588202745,-97.90607127381645,Private room,150,1,0,,,2,365,POINT(-97.90607127381645 30.2318588202745)
5372341,Maison d'Etre 2,26004097,Susan,,78737,30.233363163468038,-97.91774997590953,Private room,65,1,26,2015-10-20,3.17,1,331,POINT(-97.91774997590953 30.233363163468038)
5105066,Deer Run Bed and Breakfast,26378062,Beverly,,78737,30.212960336540004,-97.98654394876412,Entire home/apt,175,1,3,2015-10-11,0.46,1,343,POINT(-97.98654394876412 30.212960336540004)
3129625,Super Cute Cottage !,13304058,Jeanette,,78737,30.168178822078705,-97.97267379652354,Entire home/apt,150,1,47,2015-11-01,3.09,1,352,POINT(-97.97267379652354 30.168178822078705)
1782433,Furnished bedroom in a 3381 sq ft h,9356086,Ashish,,78737,30.230366975012593,-97.90552271460686,Private room,450,1,0,,,2,365,POINT(-97.90552271460686 30.230366975012593)
4957175,Guest Ranch,25552242,John,,78737,30.163749053214033,-97.9203140535497,Entire home/apt,6500,4,0,,,1,365,POINT(-97.9203140535497 30.163749053214033)
5570703,Great house close to downtown!,3425666,Nate,,78756,30.32468935529076,-97.73566248657428,Entire home/apt,249,1,0,,,1,365,POINT(-97.73566248657428 30.32468935529076)
4404358,Cozy centrally located couch,22863088,Natasha,,78756,30.325448707206437,-97.73716664221932,Shared room,75,1,2,2015-03-19,0.17,1,88,POINT(-97.73716664221932 30.325448707206437)
8697893,Prestigious Location Room in Mirage,9193308,Melissa,,78756,30.318769407929853,-97.74560503822308,Private room,120,1,0,,,1,9,POINT(-97.74560503822308 30.318769407929853)
3353855,Music Paradise (Private Room),337459,Earphoria,,78756,30.32489938082674,-97.73986002730105,Private room,75,1,1,2015-08-03,0.31,1,365,POINT(-97.73986002730105 30.32489938082674)
8210932,Adorable Apt in Great Neighborhood,11000410,Matt,,78756,30.322384524006864,-97.7429109244687,Entire home/apt,300,2,0,,,1,299,POINT(-97.7429109244687 30.322384524006864)
3832994,Pool and Fun,19733968,Steve,,78756,30.31939281277719,-97.74923707320413,Private room,79,1,1,2015-09-04,0.46,1,365,POINT(-97.74923707320413 30.31939281277719)
4288403,Private Guest House,21153184,Aaron And Leigh,,78756,30.31265123321059,-97.7467254377866,Entire home/apt,109,1,56,2015-11-07,4.29,1,262,POINT(-97.7467254377866 30.31265123321059)
1248702,Above Garage Apt in Central Austin!,5446383,Chris,,78756,30.313447508497436,-97.73902906140907,Private room,88,2,90,2015-10-25,3.30,1,332,POINT(-97.73902906140907 30.313447508497436)
6260941,Cozy Cottage in Central Austin!,22234571,Cathleen,,78756,30.312884944622482,-97.7404257168136,Entire home/apt,115,2,11,2015-10-30,2.24,2,316,POINT(-97.7404257168136 30.312884944622482)
4202378,"New Stylish Guest House-ACL, F1...",12868923,Roanna,,78756,30.32240761707721,-97.7422678697839,Entire home/apt,144,2,8,2015-04-25,0.61,1,354,POINT(-97.7422678697839 30.32240761707721)
2406050,SXSW 1BD/BTH Apartment,941206,Andrew,,78756,30.311829075935535,-97.74371472311,Entire home/apt,200,2,0,,,1,365,POINT(-97.74371472311 30.311829075935535)
5174831,empty room available for SXSW,20631833,Aurora,,78756,30.30811208036016,-97.74259526805393,Entire home/apt,150,1,0,,,1,258,POINT(-97.74259526805393 30.30811208036016)
6796522,Gorgeous Rosedale home plus apt,35575004,Heidi,,78756,30.31384554094431,-97.74745369150357,Entire home/apt,699,3,0,,,1,364,POINT(-97.74745369150357 30.31384554094431)
2454577,"Central home, spacious with pool!",10467446,Tim,,78756,30.312022687849407,-97.74864880381409,Entire home/apt,625,1,2,2014-05-19,0.10,1,365,POINT(-97.74864880381409 30.312022687849407)
461404,Cute & Cozy Central Austin House,1021729,Nita,,78756,30.322250323524894,-97.72960014777382,Entire home/apt,102,2,20,2015-10-26,0.56,1,293,POINT(-97.72960014777382 30.322250323524894)
5506252,SXSW 2B/1BA - Duplex in Rosedale,2097361,Randy,,78756,30.314043196106656,-97.74815382741008,Entire home/apt,250,1,0,,,1,225,POINT(-97.74815382741008 30.314043196106656)
951537,Central Austin 1 bedroom Apt,5160284,Nikki,,78756,30.325056823163532,-97.72838748250634,Entire home/apt,70,3,8,2015-09-27,0.55,2,247,POINT(-97.72838748250634 30.325056823163532)
8652103,Modern Apt with Cinema + Pool,28585339,Eric,,78756,30.31867810883615,-97.73205843130773,Entire home/apt,119,2,0,,,1,332,POINT(-97.73205843130773 30.31867810883615)
330705,Rooms Available June and July,1687198,M. Ann,,78756,30.323394179157333,-97.73763789523409,Private room,300,14,1,2012-03-17,0.02,1,365,POINT(-97.73763789523409 30.323394179157333)
329129,SPACIOUS 2/2 NEAR DOWNTOWN 3 story,1680692,Jennifer,,78756,30.312729091187297,-97.74810178009065,Entire home/apt,199,1,30,2015-02-03,0.67,1,310,POINT(-97.74810178009065 30.312729091187297)
3689085,Welcome - TajMaSmall Guest Suite,18775364,Just,,78756,30.332273394747258,-97.73670455000206,Entire home/apt,97,1,61,2015-11-03,4.84,1,324,POINT(-97.73670455000206 30.332273394747258)
2077867,Cabin in the City,56895,Daniel,,78756,30.32888034337084,-97.73635298511319,Entire home/apt,125,3,46,2015-10-25,2.05,1,11,POINT(-97.73635298511319 30.32888034337084)
5309636,Hyde Park | no. 2,21597290,Sofia,,78756,30.31829713595741,-97.73248687242851,Entire home/apt,97,2,5,2015-11-01,0.61,4,360,POINT(-97.73248687242851 30.31829713595741)
5447456,Tech equipped 1 BR,28256866,Jordan,,78756,30.32667028873773,-97.73505715699797,Entire home/apt,118,3,5,2015-10-27,0.89,1,205,POINT(-97.73505715699797 30.32667028873773)
4156939,Hyde Park | no. 1,21597290,Sofia,,78756,30.318020082517542,-97.7315209775056,Entire home/apt,163,2,32,2015-11-02,2.62,4,358,POINT(-97.7315209775056 30.318020082517542)
3041605,Spacious 4/3 in Central Austin,15438805,EmilyAnne,,78756,30.326314916696788,-97.73485253743704,Entire home/apt,400,3,0,,,1,365,POINT(-97.73485253743704 30.326314916696788)
7128645,Stay in Central Austin for July 4th,33666377,Caleb,,78756,30.320539664558474,-97.73262484296636,Entire home/apt,125,1,1,2015-07-05,0.24,3,102,POINT(-97.73262484296636 30.320539664558474)
2041310,Capitol Court Midtown Lodge,475506,Dan,,78756,30.31851991919617,-97.73229353412155,Entire home/apt,169,2,50,2015-10-21,2.42,2,341,POINT(-97.73229353412155 30.31851991919617)
4211596,4/3!! Super spacious!!,21856018,Alison,,78756,30.324474096413926,-97.73670526240414,Entire home/apt,650,1,1,2015-03-25,0.13,1,360,POINT(-97.73670526240414 30.324474096413926)
5551188,SXSW Immediate Private Apartment,28774961,Madeleine,,78756,30.31987408528632,-97.73082848017674,Entire home/apt,300,1,1,2015-03-24,0.13,1,221,POINT(-97.73082848017674 30.31987408528632)
7287162,Central Colorful  Artist  home,38159186,Robbin,,78756,30.316281635978623,-97.74503415568329,Private room,75,2,17,2015-10-29,4.77,1,124,POINT(-97.74503415568329 30.316281635978623)
8001134,Hip and homey vintage bungalow.,27756476,Scott,,78756,30.3247572733808,-97.74353122241494,Private room,60,1,2,2015-10-14,1.71,1,349,POINT(-97.74353122241494 30.3247572733808)
593102,Rosedale's Casa Blanca: ACL/Form 1,2852664,Lori,,78756,30.31543553669823,-97.74510780415294,Entire home/apt,500,2,2,2013-03-12,0.06,1,365,POINT(-97.74510780415294 30.31543553669823)
8032556,3BR/2BA Immaculate Rosedale House,42412174,Kurt,,78756,30.315571628887223,-97.74477207696835,Entire home/apt,157,2,6,2015-10-30,3.75,1,137,POINT(-97.74477207696835 30.315571628887223)
4264342,Ramsey Park Cottage,9541452,Laura,,78756,30.312435017325125,-97.74581610690817,Entire home/apt,180,3,8,2015-10-29,0.64,1,335,POINT(-97.74581610690817 30.312435017325125)
8098372,Super Hip Modern Home 86 Walk Score,15782486,Top Trip Rentals,,78756,30.32114817733088,-97.73898977368894,Entire home/apt,172,1,2,2015-10-18,1.05,8,364,POINT(-97.73898977368894 30.32114817733088)
3281553,Gorgeous Central Austin Bungalow,7335335,Lorna,,78756,30.314733453402695,-97.73848982069282,Entire home/apt,399,1,2,2015-10-26,0.72,2,286,POINT(-97.73848982069282 30.314733453402695)
1643831,Cozy and Private Garage Apartment,8724842,Jennifer,,78756,30.326694895494835,-97.73494396481317,Entire home/apt,63,3,0,,,1,22,POINT(-97.73494396481317 30.326694895494835)
8612362,Walkable. Central. Quiet. Home.,2488342,Dana,,78756,30.317757168645873,-97.74135186321173,Entire home/apt,75,2,1,2015-10-19,1,1,75,POINT(-97.74135186321173 30.317757168645873)
5040775,Quiet studio apt in central Austin,5409929,Mark,,78756,30.328010259952944,-97.73727220706753,Entire home/apt,60,2,14,2015-10-08,1.50,1,1,POINT(-97.73727220706753 30.328010259952944)
5237709,"Cozy 1940's cottage, Central Austin",8925891,Apryl,,78756,30.330126414262143,-97.73483554875256,Entire home/apt,95,3,4,2015-10-13,0.51,1,241,POINT(-97.73483554875256 30.330126414262143)
5205299,Affordable room in Brentwood!,23185858,Liz,,78756,30.323218662195252,-97.7352119558459,Private room,60,1,16,2015-10-25,2.05,1,343,POINT(-97.7352119558459 30.323218662195252)
2036294,Updated Mid-Century Home 2Bd-1.5Ba,10381875,Patricia,,78756,30.322891820148328,-97.73069591826594,Entire home/apt,185,3,3,2014-12-28,0.14,1,247,POINT(-97.73069591826594 30.322891820148328)
7728618,Stay at my apartment while I'm away,33666377,Caleb,,78756,30.319082086679746,-97.73085675773594,Entire home/apt,90,1,0,,,3,68,POINT(-97.73085675773594 30.319082086679746)
5673558,Private BDRM close to downtown/UT,29237885,Scott,,78756,30.319333383668386,-97.74138954707807,Private room,49,1,26,2015-10-24,4.62,2,273,POINT(-97.74138954707807 30.319333383668386)
4208511,Charming Historic SXSW Ideal,21536850,Judi,,78756,30.306617973482325,-97.74358999060641,Entire home/apt,600,2,0,,,2,17,POINT(-97.74358999060641 30.306617973482325)
3798024,Lovely Garage Apt in Central Austin,2194671,Louie,,78756,30.31504002313443,-97.7448839934265,Entire home/apt,100,2,3,2015-09-01,0.36,2,323,POINT(-97.7448839934265 30.31504002313443)
1556027,"2BR Remodeled House, Central Austin",4641823,Erica,,78756,30.33324335857657,-97.74069830173724,Entire home/apt,172,2,2,2015-03-20,0.12,7,310,POINT(-97.74069830173724 30.33324335857657)
5340370,"1/1 + pets + laundry, sleeps 4-6!",27674647,Tera,,78756,30.32965731651213,-97.7358225062702,Entire home/apt,150,3,0,,,1,241,POINT(-97.7358225062702 30.32965731651213)
8731536,"ACL weekend, 1 bdrm, cottage home.",45815628,Victoria,,78756,30.31825351921444,-97.74376658280426,Private room,200,1,0,,,1,7,POINT(-97.74376658280426 30.31825351921444)
8888471,Rosedale Bungalow Fully Furnished,12399486,Julie,,78756,30.31119966745841,-97.74274694355694,Entire home/apt,190,7,0,,,1,145,POINT(-97.74274694355694 30.31119966745841)
4235416,Cool apartment in Central Austin,4779911,Jeanne Claire,,78756,30.326608803911693,-97.73167385493731,Entire home/apt,85,1,23,2015-10-22,1.77,1,158,POINT(-97.73167385493731 30.326608803911693)
5415298,Great Hyde Park Loc during SXSW!,28073297,Ryan,,78756,30.311561554709098,-97.74230577908007,Entire home/apt,175,1,2,2015-03-23,0.26,1,233,POINT(-97.74230577908007 30.311561554709098)
867806,Beautiful Allandale Flat,245617,Peter,,78756,30.331932580757915,-97.74268622038312,Entire home/apt,89,2,2,2015-09-08,0.59,1,263,POINT(-97.74268622038312 30.331932580757915)
3810677,2BR Authentic Central Austin!,4641823,Erica,,78756,30.31438561920987,-97.73835991986974,Entire home/apt,170,2,2,2014-10-21,0.14,7,278,POINT(-97.73835991986974 30.31438561920987)
5660770,Sunny Brentwood Home,16750616,Rosalind,,78756,30.32451220751739,-97.73311655516514,Entire home/apt,370,2,0,,,1,211,POINT(-97.73311655516514 30.32451220751739)
767425,3BR Stylish New Austin Modern,1660838,Tatiana,,78756,30.329326599232367,-97.733084309278,Entire home/apt,114,3,21,2015-10-02,0.64,1,358,POINT(-97.733084309278 30.329326599232367)
4151271,CLASSIC CASITA  CLOSE TO DOWNTOWN,21536850,Judi,,78756,30.30648214747181,-97.74563488070494,Entire home/apt,143,2,4,2015-10-17,0.32,2,236,POINT(-97.74563488070494 30.30648214747181)
5458052,Central Austin Home for SXSW,28195166,Whitney,,78756,30.33378702258779,-97.74255484330368,Entire home/apt,750,1,0,,,1,229,POINT(-97.74255484330368 30.33378702258779)
5457288,The Skylight Modern,28304366,Annemarie,,78756,30.33333282663358,-97.7367752108877,Entire home/apt,115,2,23,2015-10-24,2.85,1,359,POINT(-97.7367752108877 30.33333282663358)
7980816,Central Austin Garage Apt: Sleeps 4,27637240,Leslie,,78756,30.311161530929688,-97.74596809694064,Entire home/apt,90,2,7,2015-10-26,3.39,1,354,POINT(-97.74596809694064 30.311161530929688)
1068507,Beautiful Home in Cental Austin,2690825,Maytal,,78756,30.311308629609012,-97.74018125818279,Entire home/apt,180,1,2,2013-08-12,0.07,1,162,POINT(-97.74018125818279 30.311308629609012)
3742420,The Woodrow - 3br/1ba -On Bus Line!,1488733,Brooke,,78756,30.32745593826172,-97.73294482410437,Entire home/apt,180,2,15,2015-10-10,1.17,17,328,POINT(-97.73294482410437 30.32745593826172)
1956451,Fab Modern 2/2 Central Austin,358081,Michelle,,78756,30.313048146990862,-97.74036218301734,Entire home/apt,499,4,1,2015-03-16,0.13,1,365,POINT(-97.74036218301734 30.313048146990862)
4219174,Comfortable 1 bedroom apartment,10453628,Amanda,,78756,30.309689895472353,-97.74130072593732,Entire home/apt,400,1,0,,,1,365,POINT(-97.74130072593732 30.309689895472353)
1242559,Harmony House - Central Austin,582827,Troy,,78756,30.320847234841423,-97.74909343951015,Entire home/apt,150,2,5,2015-03-21,0.18,2,363,POINT(-97.74909343951015 30.320847234841423)
4291414,Spacious Bungalow in Central Austin,22234571,Cathleen,,78756,30.31381898299274,-97.73959850175821,Entire home/apt,200,2,5,2015-10-12,0.63,2,189,POINT(-97.73959850175821 30.31381898299274)
